wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
3,2,1,1,1,1,NA,NA,NA,1.0658933351637037,46,40-49,Male,Bayern,1,Registered partnership,"No, I don't feel close to any religion",19,Senior civil servant,"5,000 or more <80>",2,8,3-5 kilometers,50 <96> 249,5,0,1,0,0.16666666666666666,NA,4,2,3,3,4,2,2,2,3,3,2,3,4,3,3,3
3,3,2,1,2,1,NA,NA,NA,1.0658933351637037,46,40-49,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",18,Senior civil servant <96> highest level,"2,500 to below 3,000 <80>",1,8,Don't know,500 <96> 999,7,0,0.125,0,0,NA,2,3,3,4,3,3,2,2,3,3,2,2,2,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.0658933351637037,39,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",15,Employee in high position,"4,000 to below 4,500 <80>",3,7,6-10 kilometers,250 <96> 499,2,0,0.25,0,0.6666666666666666,NA,2,2,1,1,3,1,3,2,2,1,2,1,3,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0658933351637037,42,40-49,Male,Bayern,1,"Single, without partner",Protestant,NA,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,7,6-10 kilometers,50 <96> 249,6,1,0.375,0,0,1,4,2,3,3,4,2,2,3,3,2,2,2,4,4,4,3
1,2,NA,NA,2,2,NA,NA,NA,1.077172229263484,56,50-59,Male,Bayern,1,Divorced / separated,Protestant,NA,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,6,Less than 3 kilometer,500 <96> 999,7,1,0.75,0,0.16666666666666666,2,4,3,3,3,3,2,3,3,3,2,2,2,3,4,3,3
3,3,2,2,2,3,NA,NA,NA,1.077172229263484,63,60 and older,Female,Bayern,1,Married,Roman Catholic,12,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,500 <96> 999,3,1,0.625,0.3333333333333333,0.3333333333333333,NA,3,2,2,2,3,2,3,3,3,2,3,2,3,4,3,3
1,2,NA,NA,1,3,NA,NA,NA,1.077172229263484,62,60 and older,Female,Bayern,1,Married,Roman Catholic,NA,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,1000 and more,3,2,0.75,0,0.16666666666666666,3,2,2,2,4,4,1,3,4,4,2,3,2,4,4,2,3
1,4,NA,NA,1,4,NA,NA,NA,1.077172229263484,34,30-39,Female,Bayern,1,Divorced / separated,Protestant,NA,Employee in high position,"2,000 to below 2,500 <80>",2,5,Less than 3 kilometer,1000 and more,7,33,1,0.6666666666666666,0.6666666666666666,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,2,1,1,2,1,NA,NA,NA,1.077172229263484,57,50-59,Male,Bayern,1,Divorced / separated,Protestant,18,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,3-5 kilometers,500 <96> 999,7,0,0.375,0.3333333333333333,0.6666666666666666,NA,2,2,3,3,3,2,3,3,3,2,3,1,3,3,4,3
3,1,2,2,2,2,NA,NA,NA,1.077172229263484,45,40-49,Male,Bayern,1,Married,Protestant Free Church,16,Other,No answer,4,4,3-5 kilometers,1000 and more,4,0,0.5,0.6666666666666666,0.8333333333333334,NA,3,2,3,2,3,3,2,2,3,2,2,2,3,4,3,3
3,1,4,1,1,1,NA,NA,NA,1.077172229263484,67,60 and older,Female,Bayern,1,Divorced / separated,Protestant,14,Homemaker,"500 to below 1,000 <80>",2,2,Less than 3 kilometer,500 <96> 999,6,0,0.5,0,0.6666666666666666,NA,2,4,2,4,1,3,1,1,3,3,1,1,1,4,4,2
1,4,NA,NA,2,4,NA,NA,NA,1.0568335588633289,66,60 and older,Male,Bayern,1,"With partner, living together",Roman Catholic,NA,Retired,No answer,2,3,Less than 3 kilometer,500 <96> 999,2,55,0.75,1,0.5,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4
1,2,NA,NA,2,2,NA,NA,NA,1.0568335588633289,33,30-39,Female,Bayern,1,"With partner, living together","No, I don't feel close to any religion",NA,Permanently sick or disabled,"500 to below 1,000 <80>",2,3,3-5 kilometers,50 <96> 249,7,2,0.875,0.3333333333333333,0,2,2,2,4,4,3,3,4,4,3,3,4,3,3,3,3,3
3,1,1,1,2,1,NA,NA,NA,1.0568335588633289,66,60 and older,Male,Bayern,1,"With partner, not living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",18,Retired,"2,000 to below 2,500 <80>",1,7,3-5 kilometers,500 <96> 999,9,33,1,1,0.3333333333333333,NA,4,3,4,4,4,3,4,4,4,3,4,3,3,4,4,3
3,2,2,2,2,2,NA,NA,NA,1.0568335588633289,34,30-39,Female,Bayern,1,"With partner, living together","Christian, but not close to a particular religious community",17,Permanently sick or disabled,"500 to below 1,000 <80>",2,3,3-5 kilometers,500 <96> 999,8,1,0.875,0.3333333333333333,0.3333333333333333,NA,3,3,4,4,2,4,4,4,3,4,4,3,3,3,2,3
3,2,2,2,2,2,NA,NA,NA,1.122314049586777,31,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",16,Parental leave,"4,500 to below 5,000 <80>",3,7,Less than 3 kilometer,1 <96> 49,6,0,0.125,0.6666666666666666,0.16666666666666666,NA,3,1,3,3,3,3,4,4,4,3,4,3,4,4,3,3
1,1,NA,NA,2,2,NA,NA,NA,1.122314049586777,30,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",NA,Parental leave,"5,000 or more <80>",3,7,11-20 kilometers,1 <96> 49,6,0,0.25,0.6666666666666666,0,2,3,1,3,2,3,3,4,3,3,3,3,3,3,4,2,3
3,1,1,1,1,1,NA,NA,NA,1.0245358090185677,43,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,19,Employee in low / medium position,"4,500 to below 5,000 <80>",1,5,6-10 kilometers,50 <96> 249,5,3,0.625,0,0.16666666666666666,NA,3,3,4,3,2,3,3,2,4,3,3,3,2,4,4,2
3,1,1,1,2,1,NA,NA,NA,1.0245358090185677,30,18-29,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,Less than 3 kilometer,1 <96> 49,5,0,0.375,0.3333333333333333,0.5,NA,3,3,2,1,3,3,1,1,2,3,1,2,1,3,3,3
3,4,4,3,4,3,NA,NA,NA,1.0152249134948097,56,50-59,Male,Bayern,1,Married,"No, I don't feel close to any religion",12,Skilled worker,No answer,2,5,Less than 3 kilometer,There are no refugees in my town,9,9,1,1,0,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,NA,NA,4,4,NA,NA,NA,1.0152249134948097,55,50-59,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Unskilled worker,No answer,2,3,6-10 kilometers,1 <96> 49,8,78,1,1,0.3333333333333333,2,4,4,4,4,4,3,4,4,4,4,4,4,1,1,4,4
3,1,2,2,3,2,NA,NA,NA,1.2477522477522478,43,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,15,Employee in low / medium position,"1,500 to below 2,000 <80>",3,4,11-20 kilometers,There are no refugees in my town,5,0,1,1,0.5,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.2477522477522478,47,40-49,Male,Bayern,1,Married,"Christian, but not close to a particular religious community",NA,Skilled worker,"3,500 to below 4,000 <80>",2,5,Don't know,1 <96> 49,0,0,0,0,0.3333333333333333,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3
1,1,NA,NA,2,2,NA,NA,NA,1.2477522477522478,42,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,NA,Employee in high position,"1,500 to below 2,000 <80>",3,4,Less than 3 kilometer,1 <96> 49,5,0,1,1,0.5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2
3,1,1,1,3,1,NA,NA,NA,1.025297619047619,29,18-29,Female,Bayern,1,"With partner, living together",Protestant,19,Employee in low / medium position,"3,000 to below 3,500 <80>",3,7,Less than 3 kilometer,50 <96> 249,4,0,0,0,0.5,NA,2,2,1,1,2,3,1,2,2,3,1,2,3,4,2,3
1,3,NA,NA,2,3,NA,NA,NA,1.0551181102362204,36,30-39,Female,Bayern,1,Married,Protestant,NA,Employee in low / medium position,"1,500 to below 2,000 <80>",2,5,Don't know,There are no refugees in my town,10,56,1,1,0,0,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3
3,2,2,2,3,2,NA,NA,NA,1.0551181102362204,37,30-39,Female,Bayern,1,Married,Protestant,14,Employee in low / medium position,"1,500 to below 2,000 <80>",2,5,3-5 kilometers,1 <96> 49,5,0,1,0,0,NA,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1,1,NA,NA,2,1,NA,NA,NA,0.9871611982881596,55,50-59,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Employee in high position,"2,500 to below 3,000 <80>",2,3,More than 50 kilometer,50 <96> 249,3,30,1,1,0.16666666666666666,2,4,4,4,4,3,3,3,4,3,3,3,2,3,3,4,3
3,1,2,1,3,1,NA,NA,NA,1.0046948356807512,50,40-49,Female,Bayern,1,Married,Roman Catholic,12,Unskilled worker,"2,000 to below 2,500 <80>",5,3,21-50 kilometers,There are no refugees in my town,5,1,0.75,0,0,NA,2,3,3,2,2,3,2,3,1,4,2,4,2,2,1,1
3,2,2,2,2,2,NA,NA,NA,1.0442922374429224,43,40-49,Female,Bayern,1,Divorced / separated,Protestant,15,Employee in low / medium position,"2,000 to below 2,500 <80>",2,4,Less than 3 kilometer,50 <96> 249,5,3,1,0,0.8333333333333334,NA,3,3,3,4,3,2,4,4,3,3,4,3,3,3,4,3
1,2,NA,NA,2,2,NA,NA,NA,1.0442922374429224,42,40-49,Female,Bayern,1,Divorced / separated,Protestant,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",2,6,Less than 3 kilometer,250 <96> 499,5,6,0.75,0,0.6666666666666666,2,3,2,4,4,3,2,3,3,3,3,4,2,2,3,3,3
3,2,1,2,2,2,NA,NA,NA,1.045360824742268,50,40-49,Female,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",13,Employee in low / medium position,"500 to below 1,000 <80>",1,5,6-10 kilometers,50 <96> 249,5,9,0.75,0.6666666666666666,0,NA,3,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2
3,2,2,2,3,2,NA,NA,NA,1.066066066066066,36,30-39,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,2,3-5 kilometers,250 <96> 499,8,71,1,1,0.5,NA,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3
3,1,1,1,4,1,NA,NA,NA,1.1158301158301158,63,60 and older,Female,Bayern,1,Married,Protestant,10,Employee in low / medium position,"2,000 to below 2,500 <80>",4,5,More than 50 kilometer,50 <96> 249,5,0,0.625,0,0.3333333333333333,NA,2,2,3,2,3,2,3,2,3,2,2,2,3,3,2,3
1,1,NA,NA,2,1,NA,NA,NA,1.020393686823905,42,40-49,Male,Bayern,1,Married,Roman Catholic,NA,Employee in low / medium position,"5,000 or more <80>",4,7,Less than 3 kilometer,250 <96> 499,6,0,0.125,0.3333333333333333,0.16666666666666666,2,3,2,3,2,2,3,2,3,3,3,2,2,2,3,3,2
3,2,2,2,2,2,NA,NA,NA,1.020393686823905,43,40-49,Male,Bayern,1,Married,Roman Catholic,15,Employee in low / medium position,"5,000 or more <80>",4,6,Less than 3 kilometer,250 <96> 499,7,15,0.25,0.3333333333333333,0.3333333333333333,NA,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3
3,2,3,1,3,3,NA,NA,NA,1.0108695652173914,28,18-29,Female,Bayern,1,"With partner, not living together","Christian, but not close to a particular religious community",17,Skilled worker,"1,500 to below 2,000 <80>",2,3,3-5 kilometers,50 <96> 249,5,0,0.75,0.6666666666666666,0.3333333333333333,NA,4,2,4,3,3,4,4,1,1,3,3,3,3,4,4,2
3,1,1,1,1,1,NA,NA,NA,1.0168067226890756,64,60 and older,Male,Bayern,1,Married,Protestant,15,Retired,"1,500 to below 2,000 <80>",2,8,6-10 kilometers,There are no refugees in my town,4,0,0.375,0,0,NA,3,4,3,1,3,2,3,3,2,2,3,2,3,3,3,2
1,1,NA,NA,1,1,NA,NA,NA,1.0168067226890756,63,60 and older,Male,Bayern,1,Married,Protestant,NA,Retired,"1,500 to below 2,000 <80>",2,7,11-20 kilometers,There are no refugees in my town,5,4,0.375,0.3333333333333333,0,2,3,4,4,3,4,3,3,3,3,3,3,2,4,4,3,3
3,2,2,2,2,2,NA,NA,NA,0.9809782608695652,45,40-49,Female,Bayern,1,Married,"No, I don't feel close to any religion",11,Retired,"1,000 to below 1,500 <80>",3,5,11-20 kilometers,There are no refugees in my town,5,4,0.5,0,0,NA,3,3,3,2,2,2,4,3,2,3,2,3,3,4,3,3
1,2,NA,NA,3,3,NA,NA,NA,0.9728813559322034,60,60 and older,Male,Bayern,1,Married,Protestant,NA,Employee in high position,"2,500 to below 3,000 <80>",3,7,Less than 3 kilometer,50 <96> 249,7,2,1,1,0,2,3,3,3,3,4,3,3,3,2,3,2,4,3,2,2,2
3,1,1,2,3,1,NA,NA,NA,0.9728813559322034,61,60 and older,Male,Bayern,1,Married,Protestant,15,Employee in high position,"2,500 to below 3,000 <80>",3,7,Less than 3 kilometer,1 <96> 49,7,5,0.625,0.3333333333333333,0,NA,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,2
1,1,NA,NA,1,1,NA,NA,NA,1.1499032882011606,48,40-49,Male,Bayern,1,Married,Roman Catholic,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,5,3-5 kilometers,1 <96> 49,3,0,0.75,0,0,1,3,3,3,3,2,3,2,3,2,3,1,2,3,3,2,2
3,2,2,1,1,1,NA,NA,NA,1.1499032882011606,49,40-49,Male,Bayern,1,Married,Roman Catholic,12,Employee in low / medium position,"2,500 to below 3,000 <80>",3,4,Don't know,1 <96> 49,3,0,0.875,0,0,NA,3,3,3,3,2,2,2,3,2,4,1,2,4,3,1,3
3,1,1,1,4,2,NA,NA,NA,1.0406976744186047,29,18-29,Female,Bayern,1,"Single, without partner",No answer,14,Employee in high position,"1,000 to below 1,500 <80>",1,5,6-10 kilometers,1 <96> 49,3,0,0.625,1,0.8333333333333334,NA,2,2,4,4,3,3,3,3,3,3,2,3,2,3,3,3
3,1,1,3,1,3,NA,NA,NA,1.0807962529274004,48,40-49,Male,Bayern,1,Married,Protestant,10,Skilled worker,"2,500 to below 3,000 <80>",3,7,6-10 kilometers,There are no refugees in my town,5,0,0.875,0.6666666666666666,0.5,NA,3,3,4,4,2,3,4,4,4,3,4,4,4,2,4,4
3,1,1,1,1,1,NA,NA,NA,1.0807962529274004,77,60 and older,Male,Bayern,1,Married,Protestant,12,Retired,"2,000 to below 2,500 <80>",2,6,More than 50 kilometer,50 <96> 249,3,0,0.625,0.3333333333333333,0.3333333333333333,NA,2,1,4,2,3,1,2,3,3,2,2,3,3,4,3,3
1,2,NA,NA,1,2,NA,NA,NA,0.9630225080385852,67,60 and older,Male,Bayern,1,Married,Protestant,NA,Retired,"2,000 to below 2,500 <80>",2,5,3-5 kilometers,1 <96> 49,5,2,0.875,0.6666666666666666,0,1,2,3,3,4,3,3,4,3,3,2,1,2,1,3,3,2
3,3,1,2,1,1,NA,NA,NA,0.9630225080385852,68,60 and older,Male,Bayern,1,Married,Protestant,12,Retired,"2,000 to below 2,500 <80>",6,6,Less than 3 kilometer,1 <96> 49,3,0,0.75,1,0.3333333333333333,NA,3,2,3,4,3,2,4,4,3,2,4,2,4,4,3,3
1,2,NA,NA,3,2,NA,NA,NA,1.116182572614108,63,60 and older,Male,Bayern,1,Divorced / separated,Protestant,NA,Permanently sick or disabled,"500 to below 1,000 <80>",1,2,Don't know,50 <96> 249,4,15,0.875,0.6666666666666666,0.3333333333333333,2,3,3,4,4,2,3,3,4,4,3,3,3,4,4,4,4
3,3,1,1,2,2,NA,NA,NA,1.0844444444444443,41,40-49,Male,Bayern,1,"With partner, not living together",Roman Catholic,16,Employee in high position,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,50 <96> 249,8,0,0.875,0,0,NA,2,4,3,2,4,3,3,4,2,3,3,3,3,2,2,3
1,2,NA,NA,2,2,NA,NA,NA,1.0844444444444443,40,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,21-50 kilometers,50 <96> 249,4,2,0.75,0.6666666666666666,0.6666666666666666,2,3,4,4,2,4,2,3,4,3,2,3,2,1,3,2,3
3,3,3,3,3,3,NA,NA,NA,1.0844444444444443,58,50-59,Male,Bayern,1,Divorced / separated,Protestant,12,Skilled worker,"1,000 to below 1,500 <80>",1,6,Don't know,1 <96> 49,6,70,0.625,1,0,NA,4,3,4,3,4,3,3,4,3,4,2,3,2,3,2,2
1,3,NA,NA,3,3,NA,NA,NA,1.0844444444444443,57,50-59,Male,Bayern,1,Divorced / separated,Protestant,NA,Skilled worker,"1,000 to below 1,500 <80>",1,4,21-50 kilometers,1 <96> 49,7,69,1,1,0.16666666666666666,2,4,3,4,4,4,4,4,3,3,4,2,3,2,2,1,2
1,2,NA,NA,2,1,NA,NA,NA,1.0844444444444443,43,40-49,Male,Bayern,1,Married,Roman Catholic,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",4,6,11-20 kilometers,50 <96> 249,6,1,0.875,0.3333333333333333,0.3333333333333333,2,2,2,2,1,2,4,4,3,3,3,3,3,3,4,2,4
3,1,1,1,2,1,NA,NA,NA,1.0844444444444443,44,40-49,Male,Bayern,1,Married,Roman Catholic,16,Employee in low / medium position,"2,000 to below 2,500 <80>",4,4,21-50 kilometers,50 <96> 249,5,0,0.625,0,0.3333333333333333,NA,3,2,3,2,3,3,1,1,2,2,1,2,2,3,1,3
3,2,1,1,1,1,NA,NA,NA,1.0838709677419356,62,60 and older,Male,Bayern,1,Married,Roman Catholic,17,Retired,"3,500 to below 4,000 <80>",3,7,More than 50 kilometer,1 <96> 49,7,0,1,0,0,NA,1,2,3,3,3,3,4,4,3,3,2,2,3,3,2,3
1,1,NA,NA,2,2,NA,NA,NA,1.0838709677419356,61,60 and older,Male,Bayern,1,Married,Roman Catholic,NA,Retired,"3,000 to below 3,500 <80>",3,6,More than 50 kilometer,1 <96> 49,6,1,0.875,1,0.16666666666666666,2,3,2,3,3,3,4,2,3,2,3,2,2,2,3,2,2
1,2,NA,NA,4,2,NA,NA,NA,1.071483278018892,52,50-59,Female,Bayern,1,Married,"No, I don't feel close to any religion",NA,Unskilled worker,"1,000 to below 1,500 <80>",2,4,3-5 kilometers,1000 and more,5,0,0.875,1,0.3333333333333333,2,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3
3,1,1,1,1,1,NA,NA,NA,1.050314465408805,41,40-49,Female,Bayern,1,Married,Protestant,12,Employee in low / medium position,"3,500 to below 4,000 <80>",3,8,Less than 3 kilometer,50 <96> 249,5,1,0.125,0,0.6666666666666666,NA,2,1,4,1,1,1,1,1,1,2,1,1,1,4,1,4
1,1,NA,NA,1,1,NA,NA,NA,1.050314465408805,40,40-49,Female,Bayern,1,Married,Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",3,9,21-50 kilometers,50 <96> 249,5,0,0.125,0,0.16666666666666666,0,2,2,2,1,3,4,1,1,2,3,1,2,1,1,1,4
1,3,NA,NA,3,4,NA,NA,NA,0.9772296015180264,51,50-59,Female,Bayern,1,Married,"Christian, but not close to a particular religious community",NA,Retired,"1,000 to below 1,500 <80>",2,4,Less than 3 kilometer,1 <96> 49,7,82,0.875,1,0.16666666666666666,2,3,2,4,4,3,4,4,4,4,4,3,4,1,3,1,2
3,1,1,1,1,1,NA,NA,NA,1.0969637610186092,33,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",15,Parental leave,No answer,4,6,Less than 3 kilometer,50 <96> 249,6,0,0.375,0,0.3333333333333333,NA,3,1,2,3,2,1,2,4,2,3,1,1,3,3,4,3
1,1,NA,NA,2,1,NA,NA,NA,1.0969637610186092,32,30-39,Female,Bayern,1,Married,Roman Catholic,NA,Parental leave,No answer,3,4,Less than 3 kilometer,50 <96> 249,6,0,0.25,0,0.6666666666666666,2,2,2,3,1,3,2,2,3,2,2,1,2,3,4,1,1
3,2,2,2,2,2,NA,NA,NA,1.071232039131764,28,18-29,Female,Bayern,1,Married,"Christian, but not close to a particular religious community",15,Homemaker,No answer,5,8,3-5 kilometers,There are no refugees in my town,8,11,0.75,1,0.6666666666666666,NA,3,2,4,4,3,3,4,4,4,1,4,3,4,4,4,4
3,2,2,2,3,2,NA,NA,NA,1.071232039131764,52,50-59,Female,Bayern,1,"With partner, living together","No, I don't feel close to any religion",10,Unskilled worker,"1,000 to below 1,500 <80>",2,2,3-5 kilometers,50 <96> 249,5,0,0.625,0.3333333333333333,0.5,NA,3,4,4,4,4,3,4,4,3,3,3,3,2,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.071232039131764,43,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,NA,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,11-20 kilometers,50 <96> 249,5,0,0.75,0,0,2,2,1,3,4,4,3,3,3,4,3,3,3,4,4,3,4
1,4,NA,NA,1,4,NA,NA,NA,1.071232039131764,40,40-49,Male,Bayern,1,"With partner, living together",Protestant,NA,Employee in high position,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,1 <96> 49,5,100,0.875,1,0.5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
3,1,1,1,1,1,NA,NA,NA,1.071232039131764,44,40-49,Male,Bayern,1,"Single, without partner",Roman Catholic,13,Employee in low / medium position,"1,500 to below 2,000 <80>",1,4,6-10 kilometers,50 <96> 249,5,0,0.75,1,0.3333333333333333,NA,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4
3,3,3,3,4,3,NA,NA,NA,1.074,50,40-49,Female,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",13,Homemaker,No answer,5,7,Less than 3 kilometer,50 <96> 249,9,74,1,1,0.6666666666666666,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
3,3,3,3,3,3,NA,NA,NA,1.1306179775280898,26,18-29,Female,Bayern,1,Married,Protestant,11,Homemaker,"1,500 to below 2,000 <80>",4,5,Less than 3 kilometer,50 <96> 249,6,60,0.75,1,0.3333333333333333,NA,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,2
1,2,NA,NA,3,3,NA,NA,NA,1.0527938342967245,34,30-39,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",NA,Employee in low / medium position,"1,500 to below 2,000 <80>",2,7,Less than 3 kilometer,1000 and more,5,0,0.875,0.6666666666666666,0.5,1,4,4,4,4,4,4,4,4,4,3,4,3,4,2,4,4
3,4,4,4,4,4,NA,NA,NA,1.0527938342967245,34,30-39,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",12,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,50 <96> 249,5,99,1,1,0.3333333333333333,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1
3,1,1,1,1,1,NA,NA,NA,1.0527938342967245,74,60 and older,Male,Bayern,1,Married,Roman Catholic,13,Retired,No answer,2,7,More than 50 kilometer,1 <96> 49,3,0,0.25,0,0,NA,2,2,3,2,3,2,2,2,2,1,1,2,2,4,2,1
1,2,NA,NA,1,1,NA,NA,NA,1.0527938342967245,73,60 and older,Male,Bayern,1,Married,Roman Catholic,NA,Retired,No answer,2,8,Less than 3 kilometer,1 <96> 49,4,0,0.375,0.3333333333333333,0.16666666666666666,2,2,2,3,2,3,2,1,2,3,1,2,2,2,1,2,1
1,1,NA,NA,1,1,NA,NA,NA,1.0236686390532543,60,60 and older,Female,Bayern,1,Married,"Christian, but not close to a particular religious community",NA,Self-employed / freelancer,"1,500 to below 2,000 <80>",2,5,21-50 kilometers,There are no refugees in my town,0,0,0.5,0,0,2,3,2,4,2,3,4,3,3,3,2,2,2,2,4,2,3
3,1,1,1,1,1,NA,NA,NA,1.0236686390532543,61,60 and older,Female,Bayern,1,Married,"Christian, but not close to a particular religious community",13,Self-employed / freelancer,"1,500 to below 2,000 <80>",2,5,6-10 kilometers,There are no refugees in my town,0,0,0.25,0,0.16666666666666666,NA,3,3,3,2,3,4,2,3,2,3,2,2,3,4,2,2
1,2,NA,NA,2,2,NA,NA,NA,1.002524246047562,54,50-59,Male,Bayern,1,Married,Protestant,NA,Employee in high position,No answer,4,6,21-50 kilometers,50 <96> 249,3,0,0.5,0.3333333333333333,0,3,3,2,3,2,2,2,3,2,2,3,2,3,2,3,2,2
3,2,1,2,2,2,NA,NA,NA,1.002524246047562,55,50-59,Male,Bayern,1,Married,Protestant,22,Employee in low / medium position,No answer,4,7,Less than 3 kilometer,1 <96> 49,3,0,0.25,0,0,NA,3,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2
1,1,NA,NA,2,1,NA,NA,NA,1.002524246047562,52,50-59,Male,Bayern,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,4,21-50 kilometers,50 <96> 249,5,1,0.5,0,0.3333333333333333,2,3,2,2,4,3,2,4,4,4,3,3,2,2,4,4,3
3,2,3,2,3,2,NA,NA,NA,1.0490862076521892,28,18-29,Female,Bayern,0,"With partner, not living together",Eastern Orthodox,18,"In schooling / vocational training, student","500 to below 1,000 <80>",2,5,3-5 kilometers,1 <96> 49,5,62,0.375,1,0.3333333333333333,NA,3,2,2,3,3,3,3,2,1,3,1,4,1,1,1,1
1,1,NA,NA,1,2,NA,NA,NA,1.0490862076521892,57,50-59,Male,Bayern,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Skilled worker,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,50 <96> 249,3,0,0.75,0,0.3333333333333333,2,2,1,3,2,2,2,3,2,3,2,3,2,2,4,3,3
1,1,NA,NA,1,2,NA,NA,NA,1.0490862076521892,46,40-49,Female,Bayern,1,"With partner, living together","Christian, but not close to a particular religious community",NA,Employee in low / medium position,"4,000 to below 4,500 <80>",2,6,11-20 kilometers,50 <96> 249,2,0,0.25,0,0.3333333333333333,2,2,2,2,2,2,2,2,3,3,2,2,1,3,4,4,3
1,2,NA,NA,1,1,NA,NA,NA,1.0490862076521892,54,50-59,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",NA,Self-employed / freelancer,"500 to below 1,000 <80>",2,6,Less than 3 kilometer,250 <96> 499,4,1,0.875,0,0.3333333333333333,0,3,3,4,3,2,2,3,2,3,3,2,3,3,3,3,3
3,1,1,1,1,1,NA,NA,NA,1.0490862076521892,58,50-59,Male,Bayern,1,"Single, without partner","Christian, but not close to a particular religious community",14,Skilled worker,"1,000 to below 1,500 <80>",1,7,Less than 3 kilometer,250 <96> 499,3,1,0.625,0,0.16666666666666666,NA,3,2,3,2,3,2,3,2,4,3,3,2,3,4,4,3
